CascadeFilter_13,DeepCoreFilter_13,EventID,L3_oscNext_bool,L4_oscNext_bool,L5_oscNext_bool,L6_oscNext_bool,L7_oscNext_bool,MuonFilter_13,OnlineL2Filter_17,RunID,SubEventID,SubrunID,azimuth,dbang_decay_length,elasticity,energy,energy_cascade,energy_track,event_no,event_time,inelasticity,interaction_type,pid,position_x,position_y,position_z,sim_type,stopped_muon,track_length,zenith
0.0,1.0,667.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.64759396704727,-1.0,-1.0,3.68314161140087,0.0930403487847413,3.59010126261613,3307469,1.08790874074372e+17,0.0252611380721128,1.0,-14.0,40.3128743253633,35.8301990221929,-281.600887581397,genie,-1.0,-1.0,1.27190140521661
0.0,1.0,671.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.04889663589955,-1.0,-1.0,4.91746312253778,1.81876827375602,3.09869484878175,3307470,1.08790874074373e+17,0.369859057085802,1.0,14.0,150.761489308399,-80.4219502539304,-482.77482284313,genie,-1.0,-1.0,1.7772889148343
0.0,1.0,695.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.33219633977869,-1.0,-1.0,4.30189374069675,0.276467711356069,4.02542602934068,3307471,1.08790874074372e+17,0.0642665133126444,1.0,14.0,30.0241121961722,-42.8171040015473,-299.842537309403,genie,-1.0,-1.0,1.70429420767891
0.0,1.0,707.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,4.05902763848828,-1.0,-1.0,4.85903490517142,1.02752149989387,3.83151340527755,3307472,1.08790874074372e+17,0.211466169712073,1.0,14.0,-12.0630930357486,-104.000915367144,-320.365740466496,genie,-1.0,-1.0,1.48138235304171
0.0,1.0,729.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.22379146368618,-1.0,-1.0,3.27759482274597,0.944408159314364,2.33318666343161,3307473,1.08790874074373e+17,0.28814060626418,1.0,-14.0,7.78947565194191,-58.5001152034928,-334.533593804467,genie,-1.0,-1.0,1.2759998738891
0.0,1.0,731.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,2.46077996114873,-1.0,-1.0,3.98089354380965,0.577314288604734,3.40357925520492,3307474,1.08790874074372e+17,0.145021282848035,1.0,14.0,49.4762186642773,-90.7331538747254,-382.401830796091,genie,-1.0,-1.0,1.90542979215184
0.0,1.0,733.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,1.69188792145759,-1.0,-1.0,3.71785699532888,1.3721020689634,2.34575492636548,3307475,1.08790874074372e+17,0.369057247410891,1.0,14.0,80.5603031915177,-53.3703952394379,-403.379357966222,genie,-1.0,-1.0,2.41266073590102
0.0,1.0,737.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,4.02391419452383,-1.0,-1.0,3.41240148059722,0.47136184790065,2.94103963269657,3307476,1.08790874074365e+17,0.13813200192908,1.0,14.0,61.1630671209608,-103.299946346112,-476.742495983075,genie,-1.0,-1.0,2.06563085339443
0.0,1.0,755.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,4.0410939890798,-1.0,-1.0,3.0218836673578,0.47819076008927,2.54369290726853,3307477,1.08790874074372e+17,0.158242610479899,1.0,-14.0,5.40581009263219,-76.4225278577823,-390.294851405428,genie,-1.0,-1.0,2.46471459483996
0.0,1.0,769.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,1.82311367151395,-1.0,-1.0,4.50692225001815,0.0842090547338437,4.42271319528431,3307478,1.08790874074372e+17,0.0186843815052511,1.0,-14.0,81.8255332055222,-58.0916093339275,-259.637424853526,genie,-1.0,-1.0,2.59705313483096
0.0,1.0,777.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,2.43797244947861,-1.0,-1.0,4.81108868539993,1.54960016793838,3.26148851746154,3307479,1.08790874074372e+17,0.322089296054947,1.0,-14.0,-16.7969871068932,-66.5476639060595,-357.102397699778,genie,-1.0,-1.0,1.69290199697319
0.0,1.0,781.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.94845703045216,-1.0,-1.0,3.03409511159991,0.562723399358348,2.47137171224157,3307480,1.08790874074372e+17,0.185466631288832,1.0,-14.0,86.8632131712796,-75.4487847271544,-433.421940126642,genie,-1.0,-1.0,1.27818814445825
0.0,1.0,783.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,6.27689523090153,-1.0,-1.0,4.00374774374372,4.00374774374372,0.0,3307481,1.08790874074372e+17,1.0,2.0,14.0,120.999807596134,-75.069434040741,-466.065653997696,genie,-1.0,-1.0,2.18413860618053
0.0,1.0,811.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.22156260266232,-1.0,-1.0,1.64456814182481,0.210664143942145,1.43390399788267,3307482,1.08790874074372e+17,0.128096938390398,1.0,-14.0,102.740712399526,23.8810135928141,-371.215081025717,genie,-1.0,-1.0,2.80351447822969
